,Name,Age,Avg_mark
2230,Joseph Arce,24,0.75
3934,Belinda Hernandez,24,4.67
3932,Krista Brixey,24,1.91
2224,Dana Sable,24,4.89
3264,Jack Mcnamee,24,2.11
770,John Dailey,24,0.13
3265,Dorothy Mccorkle,24,0.36
712,Donna Cuevas,24,3.31
3268,Joseph Santana,24,8.79
3270,Candice Richardson,24,0.02
4629,Angela Rickert,24,9.39
3926,Alyson Ramirez,24,1.46
4405,James Gutierrez,24,9.53
3922,Harold Jacobs,24,7.08
4406,Robert Whelton,24,7.66
2205,Mack Zimmerman,24,5.21
3920,Vickie Shipton,24,3.5
3391,Erik Daly,24,7.81
4041,John Matthews,24,3.22
3943,Robert Wada,24,8.18
4452,Mark Yount,24,1.72
4773,Yolanda Marlatt,24,3.61
1492,John Novak,24,8.92
3209,Aileen Strickland,24,8.22
3965,Joanne Horn,24,7.74
3959,Elmer Dye,24,2.64
789,Richard Perry,24,0.4
1999,Mary Robertshaw,24,9.33
3422,Jessie Washington,24,9.6
279,Barbara Mcfarland,24,5.55
443,Carolyn Bell,24,8.45
1312,Lyndon Cheever,24,2.16
3416,Alexander Koetje,24,9.0
3956,Robert Ruby,24,7.05
289,Reuben Northey,24,7.25
1488,Francis Odonnell,24,5.55
4614,Leonard Cochran,24,1.54
2278,Lisa Culbertson,24,0.33
2277,Rolando Okoye,24,6.1
4772,Clinton Butcher,24,0.11
2274,Kevin Ghent,24,2.16
1487,Gregory Griffin,24,8.32
2272,Benjamin Koch,24,8.68
1320,Jeanette Crites,24,0.25
3412,Marc Boise,24,1.45
2268,Stephen Bila,24,3.98
1321,Antoine Green,24,9.33
3409,John Wolfe,24,1.96
2262,Kayla Waller,24,7.89
4398,Fernando Smith,24,0.75
4734,Barbara Ivancic,24,6.89
3919,Kerry Gohn,24,5.65
4633,Shawn Bell,24,6.47
2115,Alexis Gill,24,7.86
740,Mary Puentes,24,5.3
1404,Fred Boxx,24,1.41
3321,Erin Baker,24,2.83
359,Rachel Dekker,24,1.19
1405,Steven Cavanaugh,24,1.69
3322,Jonathan Small,24,3.27
2136,June Watkins,24,3.3
2135,Clint Hession,24,5.29
2133,Mary Peacock,24,4.66
4707,Jeanne Schlaefli,24,5.71
1445,Andrea Cochran,24,4.0
2078,Bertha Dudley,24,2.13
2080,Pamela Travers,24,5.27
2082,Gwendolyn Stern,24,4.67
1400,Nina Marshall,24,7.07
2112,Cecile Ruiz,24,1.81
4425,Joseph Lechner,24,6.01
4680,Ronald Aguinaldo,24,4.65
2105,Rick Starks,24,9.47
3871,Karla Hale,24,7.64
381,Owen Johnson,24,7.01
4674,Charles Mullins,24,9.19
4657,Mary Donovan,24,6.31
4429,Sidney Tiry,24,4.03
395,Timothy Waggner,24,8.44
4668,Maria Woods,24,1.68
392,Donald Richardson,24,2.88
3347,James Billings,24,3.43
3316,Nathan Martinez,24,3.3
2146,Darnell Shannon,24,6.88
3386,Melissa Sullivan,24,0.85
4417,Peggy Oneal,24,6.35
3385,Barbara Sullivan,24,0.48
4639,Peter Devlin,24,9.35
4730,Alejandro Borne,24,2.98
1371,Rosa Bernstein,24,2.13
2051,Roxana Stout,24,5.89
2183,Linda Wilson,24,9.52
3908,Madonna Kellogg,24,3.01
3290,Chester Moody,24,2.97
4439,Ben Hottinger,24,1.43
3374,Florentina Clark,24,9.8
3373,Laura Woodard,24,9.43
3294,Kirk Adelson,24,5.96
3899,James Hess,24,6.48
409,James Johnson,24,2.64
4709,Martha Gaddy,24,4.39
2169,John Else,24,2.81
348,Pearl Miller,24,3.47
2167,Barbara Johnson,24,0.45
3895,Gerald Johnson,24,9.62
3301,James Hobbs,24,7.81
3893,Margaret Humbert,24,2.01
2162,Jeff Barnhardt,24,4.92
2063,Phyllis Myer,24,1.55
4713,Patricia Midden,24,2.61
351,Barbara Carlyle,24,2.96
1451,Dorothy Kratky,24,5.08
3371,Michael Roy,24,1.32
1396,Tillie Hayes,24,4.88
3808,Jeanne Washington,24,0.18
3240,Travis Pavlovic,24,4.98
4603,Windy Coffin,24,9.92
4812,Erin Stanhope,24,7.99
1536,Silas Floyd,24,4.04
470,Patricia Sanchez,24,9.11
233,William Hof,24,3.48
3477,Gregory Gray,24,3.4
1953,Danny Mccarthy,24,0.17
1954,Maria Ham,24,3.19
4461,William Henley,24,4.72
808,Ryan Jaramillo,24,2.49
464,James Cook,24,3.53
687,David Miller,24,6.57
2355,Jeffry Null,24,2.63
4375,Betty Cox,24,9.44
4788,Christopher Roupe,24,8.76
1968,Jose Bryant,24,7.88
462,Richard Lopinto,24,8.64
255,Brian Watts,24,6.33
2343,Donna Hartman,24,2.88
2341,Lucille Chugg,24,5.51
3460,Lucinda Amen,24,6.72
1975,Joshua Cox,24,3.52
3996,Marilyn Parker,24,8.93
3454,Lisa Brookins,24,0.03
797,Karen Gentges,24,5.79
681,Monique Nix,24,8.8
4369,Michael Ramirez,24,9.61
3183,Virginia Smith,24,0.97
1538,Karen Law,24,3.04
3125,Roy Panahon,24,0.29
2424,Linda Kilpatrick,24,6.84
3128,Earl Giles,24,7.78
201,Howard Sukhu,24,8.62
4351,Jennifer Young,24,4.91
3498,Emily Davis,24,8.5
2414,Corey Decambra,24,9.45
3134,Shannon Nelson,24,2.52
826,Kimberly Conrow,24,2.14
3783,Emilia Wells,24,9.07
824,Patricia Whetstine,24,3.45
4026,Dora Hellard,24,7.79
1235,Glen Rothman,24,7.3
1236,Kelly Gann,24,5.96
4830,Yolanda Walston,24,5.04
1932,Virgil Alexander,24,2.96
4827,Carla Herrington,24,5.94
3487,Margaret Cummings,24,6.89
4595,Miguel Graham,24,2.92
4825,Robert Davis,24,0.36
222,Sylvia Pineda,24,9.77
1541,Sherman Fox,24,4.33
1539,Ashley Hopkins,24,9.02
1981,Joan Caravati,24,6.2
4526,Maureen Elliott,24,6.96
2330,Dustin Tison,24,4.42
2328,Amado Valentine,24,6.71
1503,Kathy Cutlip,24,2.2
3197,Michael Davis,24,6.53
2312,Derek Jump,24,1.18
1986,Joan Grindle,24,4.22
3194,Donna Anderson,24,7.98
3977,Christy Pitts,24,8.82
3807,Cheryl Baker,24,6.95
4607,Clifton Matchett,24,6.31
264,Rosa Murray,24,2.84
4785,Donald Young,24,8.67
4786,Andrew Peters,24,8.72
4784,John Qualls,24,0.11
3732,Ryan Tracy,23,8.79
4104,Jerald Dalessio,23,1.28
3315,Gary Riddell,23,1.71
4316,Lakisha Welch,23,3.98
3669,Mack Green,23,8.67
2839,Jessica Gonzales,23,7.87
4114,Rafael Murphy,23,2.74
3218,Victor Norman,23,6.05
2837,Minnie Choice,23,8.27
3815,Otto Sedotal,23,6.19
3654,Sara Cardozo,23,6.97
4892,George Patterson,23,9.28
3195,Elaine Mauro,23,6.17
3962,Cathy Gray,23,7.27
4052,Lori Hyzer,23,7.8
3324,Gary Veloz,23,3.56
3495,Lonnie Hutchison,23,7.69
3325,Donald Garney,23,4.74
3851,Seth Mersch,23,9.16
3748,Manuel Kym,23,8.75
4662,James Ford,23,3.12
4777,Greg Holland,23,4.41
3785,Regina Parras,23,2.31
3254,Shameka Rush,23,3.31
4886,Toni Churchill,23,1.77
4601,Delphia Garcia,23,7.1
4540,Rebecca Tello,23,2.61
3616,Richard Gran,23,0.86
4648,Anthony Goodwin,23,0.8
3415,Casey Averill,23,7.83
3011,Gwendolyn Walker,23,4.74
4483,Michael Mincy,23,9.33
4903,Gayle Mitchell,23,3.36
3524,Hailey Susanin,23,3.35
3676,Lisa Martinez,23,9.75
2859,Vanessa Hill,23,8.27
3305,Barbara Fullerton,23,9.75
3082,Lloyd Ivy,23,3.29
4516,Connie Kimball,23,4.92
3307,Arlene Kelly,23,6.52
3147,Beatrice Garcia,23,7.21
3309,Richard Davies,23,8.66
3370,Megan Floyd,23,8.99
3622,Richard Danielson,23,8.02
4201,Lucia Mitchell,23,3.96
4524,Amy Hein,23,6.1
4704,Pauline Borich,23,7.77
3858,Eula Martirano,23,5.66
4977,Maggie Ruckman,23,2.89
3210,Tonia Waites,23,9.79
2815,George Pena,23,5.56
3873,John Otto,23,6.05
4980,Connie Parker,23,5.09
3863,Pearl Thompson,23,1.05
4229,Darren Baginski,23,4.3
4036,Daniel Brockington,23,7.63
4981,Theodore Reese,23,3.4
3131,Patricia Quigley,23,6.68
3400,Robert Braun,23,1.84
4840,Calvin Dibenedetto,23,6.36
3130,Angela Nguyen,23,8.39
4672,Jerome Elliott,23,4.31
3942,Nathan Gomez,23,2.08
4455,Eric Lewis,23,6.99
3002,Anthony Ruffin,23,2.46
3806,Michael Pease,23,1.59
3653,Lisa Smith,23,6.55
3862,Doris Richards,23,3.71
4466,Natalie Shipley,23,9.5
4034,Edmund Williams,23,3.6
3133,Marian Webb,23,7.6
3643,Vivian Oconnell,23,0.61
3496,Robert Feldman,23,9.75
3880,Darla Miller,23,6.13
4209,George Cobham,23,5.21
4963,Julia Gardner,23,0.6
3878,Holly Morse,23,1.68
4691,John Merkerson,23,5.52
2997,James Dewey,23,0.67
4214,Jason Payne,23,1.19
2818,Tiffany Liebert,23,9.61
4687,Darlene Butler,23,2.67
4966,Mable Frappier,23,1.39
4356,Callie Mohr,23,5.7
3660,Patricia Steury,23,6.21
4240,Jason Washington,23,8.41
4610,Patricia Pace,23,7.66
4529,Natalie Backus,23,2.68
3877,Mary Mccrae,23,8.39
3484,Benjamin Hudson,23,4.16
4269,Diane Posner,23,5.28
4270,Brian Liverman,23,5.87
3061,Breanne Boudreaux,23,4.34
2921,Larry Albro,23,8.51
2920,John Higa,23,3.24
3051,Melissa Powell,23,1.22
3052,Brenda Quinn,23,8.96
4153,Javier Floyd,23,7.61
4154,Mary Turpin,23,2.64
2917,Shana Utecht,23,2.58
3793,Marvin Rominger,23,9.7
3576,Owen Bell,23,6.02
3707,Augusta Lockett,23,1.16
4740,Cathy Brothers,23,4.43
3275,Mary Pineda,23,5.83
3054,Tiffani Stevenson,23,4.01
2911,Mary William,23,9.31
4563,Roberta Shields,23,3.55
3276,Edward Sheffield,23,6.23
2902,Phillip Cohee,23,2.84
4794,Pamela Mendez,23,1.24
4735,Joyce Felton,23,7.28
3709,Beryl Landry,23,4.11
3999,Patrick White,23,2.48
4402,Roger Campbell,23,0.25
4101,Cory Gay,23,8.15
4582,Shane Bark,23,5.27
3186,Elmer Rodriquez,23,9.45
4756,Wanda Olson,23,4.05
2932,Sara Acree,23,1.85
4766,Sherrie Mathis,23,6.19
3180,Mary Griffin,23,3.06
4560,Debra Veil,23,6.1
4622,Evie Harrison,23,3.01
3403,Gena Washington,23,2.56
3820,Aaron Hevner,23,6.85
2963,Lucille Temple,23,0.21
3997,Lela Martinez,23,3.74
4401,Dannie Almaraz,23,8.34
4767,Joyce Isenberg,23,1.52
4376,Laurence Jording,23,9.68
3795,Kara Sherman,23,8.64
4748,William Negron,23,1.68
3229,Walter Spencer,23,7.72
3833,Julie Okeefe,23,5.23
4005,Elva Lewis,23,1.19
4180,Judy Brinton,23,6.47
4090,Lashawn Rocha,23,1.6
4086,Nicholas Wiand,23,7.81
4142,Thomas Cox,23,8.95
4413,John Parsons,23,7.84
4721,Iona Dick,23,9.5
2874,Monica Hess,23,5.06
4644,Betty Corbin,23,5.16
4299,Darlene Banner,23,8.95
3227,Helen Perez,23,1.5
4109,James Hanks,23,3.79
4175,Sheila Worthy,23,9.93
4176,Richard Dawson,23,0.77
4378,Jeffrey Mcsweeney,23,4.79
2871,Marilyn Bledsoe,23,3.51
3896,Michael Lee,23,9.9
4565,Roxane Filthaut,23,9.65
4337,Ashley Holohan,23,7.01
4178,Ben Sanchez,23,0.71
4077,Amber Oakes,23,1.02
2865,Toni Clower,23,1.42
4880,Robert Mcglone,23,4.46
4885,Brandon Levine,23,4.57
4944,Maureen Miller,23,1.01
3986,Patricia Chien,23,9.28
4159,Johnny Comeaux,23,5.89
4278,Dan Smith,23,4.47
2897,Nathan Wood,23,5.4
3538,Denise Mitchell,23,4.13
3988,Jason Cade,23,9.59
3597,Rose Steuer,23,9.8
2892,Denise Dannels,23,5.72
3281,Donald Valentine,23,4.65
3434,Javier Rosado,23,3.23
4943,Donna Williams,23,4.85
3064,William Wheeler,23,7.38
3840,Frank Roberts,23,5.02
3016,Russell Gordin,23,1.9
4012,Elva Castro,23,3.42
3534,Thomas Williams,23,0.95
4641,Tiffanie Skrebes,23,8.52
3067,Spencer Robinson,23,2.79
4612,Anna Wingard,23,6.64
4116,Reba Barnes,23,4.64
4985,Steve Dunham,23,2.07
2803,Marilyn Gonzales,23,8.11
2379,Carol Oneal,23,5.13
1008,Jeffrey Vinson,23,7.24
1006,Sherry Cusimano,23,4.11
102,Timothy Adam,23,0.87
991,Troy Solano,23,3.51
989,Lucy Martin,23,9.04
2359,Yuri Ross,23,0.12
2365,Marie Harber,23,4.92
2372,Deanna Loges,23,7.34
971,Mary Hollingsworth,23,8.66
2329,Henry Binder,23,1.68
97,Susan Allen,23,5.77
2389,Tabitha Aviles,23,1.69
964,Elsie Harden,23,6.77
2391,Jin Nesmith,23,7.64
2395,Christy Folmer,23,6.01
343,Marian Rojas,23,7.22
956,Eddie Stelzer,23,8.13
93,Roberta Vinson,23,5.38
2331,Mark Bollman,23,7.24
2320,Diane Motley,23,2.53
739,Paulette Eller,23,5.28
1044,Don Marroquin,23,9.86
1104,Rebecca Norton,23,1.42
2242,Jeri Slocum,23,4.41
120,Daniel Delfuente,23,5.05
1095,Leslie Castro,23,9.27
2253,Jacob Chisholm,23,8.6
1059,Richard Lopez,23,2.47
2282,Caroline Shaffer,23,6.31
1051,Margaret Williams,23,3.03
2298,John Miles,23,6.87
111,Loretta Young,23,2.23
2300,Michael Ryan,23,7.11
2301,Willis Gregory,23,1.84
2302,Wayne Clark,23,6.17
2303,Kimberly Lewis,23,0.16
1039,Marco Stowman,23,6.09
2309,Mindy Stewart,23,8.6
1016,Jeffrey Boucher,23,1.67
340,Eva Egge,23,5.69
2403,Brenda Harrington,23,9.38
2419,Dessie Toll,23,7.08
2423,Cynthia Thomas,23,1.1
2541,Diane Ford,23,4.01
2512,Paul Revalee,23,6.57
2514,Elva Whiting,23,6.91
802,Daniel Mayo,23,0.85
800,Marcus Miller,23,0.05
2530,Alvera Reiher,23,4.76
791,Dawn Lawless,23,7.76
2535,Darlene Paris,23,4.86
63,Brett Maobi,23,4.1
2544,Tonya Rubin,23,7.65
943,Julie Matson,23,3.36
2547,Regina Gaston,23,4.7
771,Michael Gilmore,23,4.22
2554,Gloria Gillen,23,5.95
769,Charity Mills,23,8.44
2566,Barry Lairy,23,8.29
2569,Jean Grace,23,0.09
375,Margaret Whittington,23,4.7
756,Jasper Demetro,23,8.33
2511,James Burbridge,23,8.98
2510,Juan Morton,23,6.58
2506,Brenda Dembitzer,23,7.66
822,Erika Moultrie,23,6.79
92,Donald Mcglaughlin,23,8.13
942,Amanda Harlan,23,6.7
938,Paul Coles,23,2.96
931,Carol Johnston,23,0.19
918,Thomas Bentley,23,5.99
915,Richard Mellis,23,0.21
356,Michael Warmbier,23,8.15
889,Barbara Thomas,23,2.48
885,Gene Rodriguez,23,7.1
881,Kelly Kluge,23,6.28
877,Jessica Fitzgerald,23,5.48
2471,Ashley Brookes,23,0.65
78,Hugh Hays,23,1.25
862,Paula Parker,23,4.21
76,Christine Brayman,23,7.69
836,Kathleen Higgins,23,0.64
2500,Wilma Smith,23,9.6
2236,Eddie Plaza,23,8.25
2232,Andrea Conley,23,4.32
324,Ira Cunningham,23,4.33
1498,Ulrike Neller,23,2.92
182,Kenneth Lowe,23,6.98
1897,Cory Ecklund,23,1.02
179,Michelle Soto,23,2.93
1525,Emma Wright,23,5.58
1521,Martha Rodriguez,23,7.61
1512,Yvonne Woodard,23,4.98
1502,Fredrick Bergin,23,5.91
1926,Mattie Downes,23,7.84
245,Robert Looft,23,3.54
2800,Robin Brown,23,3.03
1958,Ricky Puma,23,0.17
1441,Sheila Aronow,23,2.74
1432,Dorothy Slattery,23,0.49
1962,Louis Simmons,23,1.2
1969,Donna Wright,23,8.94
1979,Judy Burris,23,4.35
1412,Paul Brentson,23,1.94
1397,Patricia Mahan,23,8.68
1879,Tasha Sanderlin,23,2.08
1878,Shawn Stewart,23,7.17
1866,Kimberly Landers,23,1.01
1850,Eugene Rollo,23,4.88
1725,Ronald Powell,23,6.98
207,Gloria Sample,23,0.45
216,Valentin Hill,23,5.71
206,John Kinney,23,2.2
1697,Robert Pearson,23,4.07
1691,George Baker,23,5.69
1680,Brian Barber,23,6.98
1676,Larry Wood,23,1.14
1673,Wallace Scrabeck,23,3.73
1785,Thomas Gonzales,23,8.08
1659,Randolph Johnson,23,4.75
1637,Robert Silkenson,23,5.11
1631,Carolyn Stunkard,23,2.69
1626,Richard Davis,23,1.92
1830,Gene Bang,23,4.62
1614,Raquel Smith,23,4.67
1841,Maria Ruley,23,7.35
1389,Woodrow Tozier,23,0.91
161,Jennifer Root,23,1.45
1128,Sylvia Gorman,23,9.25
1169,Keith Owen,23,4.06
311,Raymond Kimbrel,23,4.31
2129,Alan Fleming,23,9.43
131,James Taylor,23,7.71
2141,Numbers Steele,23,4.17
2143,Margaret Haase,23,5.0
2158,Carletta Barney,23,1.7
2163,Jessica Campbell,23,5.44
1175,Eugene Lopez,23,3.05
2173,Sally Popovich,23,1.93
1384,Kay Carlozzi,23,6.17
2174,Edward Henry,23,8.59
2177,Archie Figueroa,23,1.99
1163,Phyllis Castillo,23,6.28
1161,Christopher Rankins,23,0.94
2197,Corine Pope,23,0.82
1149,Adrienne Alonso,23,4.12
2206,Kathryn Bell,23,1.8
2212,William Chapin,23,2.78
1229,Melissa Spiker,23,9.75
2085,Kathleen Alexander,23,4.38
1257,John Uong,23,4.27
1277,Rosie Smith,23,7.66
1990,Theresa Wallis,23,0.63
2003,Daniel George,23,2.64
1359,Sharon Woodward,23,7.09
1358,Jesse Gerald,23,2.58
1347,Stephanie Perez,23,1.03
1338,Thelma Magic,23,4.2
277,Daryl Williams,23,3.59
1337,Dennis Johnston,23,2.71
2021,Dennis Buckhalter,23,8.4
1324,Vicki Pena,23,7.62
1322,Alexander Johnson,23,3.43
1316,Lisa Russell,23,9.36
2041,Leslie Vargas,23,1.16
2044,Hazel Alexander,23,5.76
293,Suzanne Marquez,23,8.38
1285,Forrest Fuller,23,9.43
146,Jenifer Williams,23,2.93
2577,Pamela Stevenson,23,9.86
213,Grady Collins,23,3.21
22,Matthew Imhof,23,1.84
2631,Ronald Mcgee,23,3.08
576,Victor Garrido,23,0.21
10,Michael Fritts,23,6.2
644,James Jackson,23,1.14
509,Gary Stokes,23,1.7
582,Madeline Lyons,23,0.68
702,Stacy Cameron,23,9.33
490,Joshua Knudson,23,3.54
2660,Gwendolyn Hodge,23,8.96
706,Kay Arpin,23,1.43
2612,Alphonso Goolesby,23,3.4
635,William Spelman,23,9.29
423,Neil Nathan,23,7.28
2645,Janet Nelson,23,9.97
2663,Robyn Douglas,23,6.8
21,Lisa Green,23,5.87
417,Dale Bobo,23,7.49
565,Robert Tafoya,23,0.14
472,Carla Adams,23,1.11
638,Luis Davis,23,5.53
2766,Jennifer Williams,23,5.88
2712,Deborah Miller,23,0.36
675,Mark Rudolph,23,1.57
570,Lori Pinkerton,23,1.63
680,Carol Koslosky,23,9.79
389,Mary Watts,23,3.27
525,Jeffrey Conte,23,1.67
2647,Jami Greene,23,7.08
531,Emily Banks,23,3.25
2648,Queen Cain,23,8.01
2719,Curtis Speck,23,8.96
571,Janet Tinsley,23,5.37
532,Kathleen Goulet,23,9.82
467,Flora Melancon,23,3.03
35,Rita Wells,23,2.32
696,Denice Mauldin,23,1.78
601,Craig Roberts,23,1.02
422,Antonio Vallery,23,8.51
2598,Cheryl Mangon,23,7.96
2587,Homer Erich,23,9.52
2588,Ruby Deaton,23,4.24
612,Yvette Hadaway,23,7.87
717,Martin Rork,23,0.22
2666,Mason Gioia,23,3.45
716,Heather Peck,23,6.59
2743,Joseph Hurdle,23,0.32
476,Raquel Will,23,4.15
620,George Rosas,23,6.27
713,Maureen Walker,23,6.9
626,Korey Cruz,23,5.58
671,Doris Leggette,23,0.27
670,Michael Poole,23,3.82
2794,Jacob Holloway,23,0.41
12,Debra Sollenberger,23,3.56
2741,Valencia Caravella,23,9.35
489,Kathleen Shaffer,23,7.21
485,Kathryn Bergman,23,4.67
2676,Charles Luoma,23,6.06
604,Melanie Hadsell,23,3.01
23,Linda Veliz,23,7.06
2170,Tony Bradley,22,5.24
4085,Clyde Morrison,22,4.95
567,Jeanne Hudgins,22,5.22
1216,Lynn Romero,22,2.65
2690,Norma Horton,22,8.59
3779,Rosa Batun,22,5.75
1181,Tracey Parker,22,2.86
1553,Dawn Claus,22,4.12
2132,Aaron Jenkins,22,8.28
2171,Ian Hudak,22,2.89
2693,Jose Dillon,22,3.83
3530,Richard Sequeira,22,6.22
2698,Larry Hall,22,7.52
3767,Anna Lewis,22,8.33
4063,Warren Mcduffy,22,7.03
2149,Chantelle Macdonald,22,2.14
1198,Richard Johnson,22,4.66
4059,Paulette Peters,22,9.43
1580,Marvin Jeske,22,2.03
316,Ruby Luther,22,2.96
1579,Mildred Gonzales,22,7.23
3529,Nettie Pepper,22,5.31
1555,George Leusink,22,3.0
1186,Shawn Harris,22,5.59
4888,Mildred Green,22,4.15
1559,Linda Alpaugh,22,5.89
1209,Jose Pittsley,22,2.09
2137,Roberto Baier,22,5.53
1191,Dennis Tews,22,0.17
2695,Belen Hale,22,8.66
3310,Joe Todd,22,9.93
2888,Scott Lizarraga,22,7.29
1168,Sarah Murdock,22,6.48
329,Robert Jensen,22,9.18
3258,Beverly Peters,22,9.66
188,Carol Oiler,22,3.48
3749,Amanda Brown,22,8.61
121,William Kenison,22,4.81
3744,Tammy Blackburn,22,0.29
3248,Carlos Garcia,22,2.08
3246,Lynn Mcnew,22,7.62
4519,Susan Harris,22,7.74
1098,Brittany Grant,22,0.72
330,Teresita Hatch,22,5.63
3260,James Gorman,22,9.28
3546,Kimberly Chism,22,8.11
334,Minnie Michaud,22,4.59
1086,Jerry Langley,22,6.4
3237,George Hunt,22,4.46
3235,Ronald Johnson,22,0.45
4150,William Pitcak,22,6.13
1070,Roger Hutto,22,3.0
4967,Mary Diggs,22,5.25
1833,Genevieve Carrier,22,0.6
599,Roger Garcia,22,1.69
1108,Terri Silva,22,4.02
2884,Andrea Zuniga,22,7.13
442,Thomas Kim,22,3.74
3291,Jose Cho,22,5.67
2181,Michael Harper,22,4.68
1166,Gregory James,22,3.02
1165,Angela Richie,22,3.62
4089,Rodney Durbin,22,7.25
125,Jorge Franz,22,2.83
4536,Eula Nunnery,22,5.14
3531,Christina Vernon,22,5.99
2760,Stephanie Mcmahon,22,8.75
4099,Diana Stokes,22,7.28
1119,Cecil Sisneros,22,8.77
1222,John Williams,22,8.72
4742,Gerald Flynn,22,2.16
4105,Robert Riera,22,6.7
2211,Jessica Sindorf,22,9.06
4106,Eddie Underwood,22,6.69
2215,Jeffrey Early,22,7.72
124,Paul Peppers,22,6.21
1127,Mary Kersey,22,6.55
588,Gary Baillargeon,22,3.66
1221,Reuben Herrera,22,8.98
4951,Jerome Nickle,22,3.82
2759,Christian Gantt,22,4.3
3396,Danielle Pirtle,22,2.31
1944,Toni Prillaman,22,6.63
1474,Edward Enriquez,22,9.74
2000,Melissa Hebert,22,8.98
1475,Jody Constantino,22,9.34
2001,Jared Brunson,22,5.37
3826,Marie Watson,22,1.02
2002,Craig Stevenson,22,2.13
1370,Micaela Williford,22,7.55
3419,Jean Crawford,22,8.61
4806,Majorie Bates,22,4.27
262,Chad Kling,22,1.49
3816,Lindsey Stover,22,9.37
3927,Kenneth Kwon,22,2.69
3493,Jackie Warren,22,0.4
1497,John Shafer,22,6.51
2858,Barbara Haney,22,2.43
3406,Trent Swaim,22,9.36
3948,Judith Arce,22,0.08
3809,Linda Hinostroza,22,0.13
3402,Lourdes Romanowski,22,5.09
4573,Khalilah Horabik,22,3.06
1333,James Morgan,22,5.9
1506,Curt Sylvester,22,9.67
3430,Freddie Kirklin,22,3.82
249,Mai Reed,22,7.29
2729,Jamison Reda,22,9.69
3882,Lisa Okie,22,7.16
4797,Lori Gilling,22,1.4
1964,Jessi Vazquez,22,8.27
3867,Lyle Patterson,22,6.91
1967,Francis Taylor,22,1.77
3869,Rodney Holmes,22,7.18
3459,Naoma Pearce,22,6.87
2840,Morris Frenzel,22,9.34
1444,Loretta Baker,22,1.18
1416,John Ulloa,22,0.7
162,Mary Johansen,22,4.1
3452,Rudolph Goodrich,22,0.6
3436,Anne Bender,22,5.62
3884,Justin Aracena,22,5.03
4594,Arthur Hill,22,7.75
2846,Earl Hill,22,5.98
3447,Phyllis Mcgregor,22,6.62
1982,Lou Hurst,22,2.41
1950,Terrance Hunnicutt,22,6.8
477,Barbara Glass,22,1.21
1387,Nicholas Gonzalez,22,7.99
241,William Fowler,22,4.21
3438,Kenneth Scovil,22,3.05
2028,Rene Powers,22,9.38
2835,Mark Halloran,22,4.06
535,Shannon Martin,22,8.67
1514,Rita Shaw,22,5.23
2083,Ethel Bailey,22,9.13
1540,John Neumann,22,9.93
1256,Dora Ousley,22,6.44
3355,Terry Bryant,22,5.7
1255,Mary Martin,22,5.64
2087,Susan Martinez,22,6.96
2088,Michael Cummins,22,8.48
181,Willie Flipp,22,5.93
2280,Lois Harmon,22,9.17
3348,Frank Vandiver,22,0.07
4757,Katelynn Ross,22,1.63
2095,Deborah Maurer,22,4.73
3344,Silas Jackson,22,8.19
3343,Stacy Toney,22,4.23
2097,Damon Harris,22,1.85
2099,Inez Shireman,22,5.4
2102,Jean Keyser,22,4.23
1237,Matthew Mandrell,22,5.92
2106,Sterling Gaines,22,7.53
1551,Sonia Ingram,22,9.22
4609,Carrie Mcnish,22,5.72
4029,Mary Buza,22,8.21
309,Quincy Hammond,22,2.43
4007,Beatriz Ing,22,9.18
301,Ronald Wade,22,5.36
3511,Marvin Trawick,22,0.85
1528,Rebekah Berhe,22,3.55
1518,Annie Robinson,22,4.42
1305,Dorothy Dejesus,22,8.53
3967,Willard Duffy,22,1.04
1520,Debra Lopez,22,0.32
3387,Kelly Hammer,22,0.42
459,Martha Carroll,22,0.49
3794,Melody Rutherford,22,3.03
4568,Carl Rolling,22,8.68
3975,Florence Pruden,22,1.8
1522,Brian Schaeffer,22,9.02
3378,Paul House,22,9.72
1269,George Hartzell,22,9.73
3982,Cynthia Wells,22,7.95
4769,Kermit Barker,22,3.06
3987,Michael Menze,22,0.45
4768,Rebecca Niemann,22,4.22
2060,Ernesto Moak,22,4.96
297,Bonnie Hill,22,4.8
1278,Connie Jones,22,5.28
145,Norma Irvine,22,0.61
2070,Katharine Day,22,7.81
4881,Pablo Mangram,22,0.44
3349,Arthur Christopher,22,9.16
2778,Linda Williams,22,4.11
4710,Charles Stubblefield,22,3.78
693,Laura Langley,22,9.87
1778,Marilynn Smith,22,1.32
3081,Jessica Stoneham,22,9.94
1777,Andrew Kearns,22,9.79
874,Jeffrey Schmidt,22,2.81
870,Mary Fred,22,3.84
4468,Donna Bell,22,8.66
4317,Virginia Keister,22,1.75
3075,Michelle Waymire,22,8.34
867,Tammy Nenno,22,6.28
4324,Ralph Sotak,22,2.53
1771,John Stewarts,22,8.36
858,Santiago Dipasquale,22,1.47
1688,Vera Brown,22,2.75
70,Mickey Tola,22,0.35
845,Robert Parsons,22,3.94
1763,Kristin Swiger,22,0.82
837,Janet Ottrix,22,6.64
1762,Dominic Castle,22,9.06
685,Stacy Kirsch,22,3.52
831,Tammy Swigart,22,6.78
220,Isaac Daniel,22,4.33
2499,Whitney Stoney,22,5.85
3663,Mary Martinez,22,4.35
362,Fermin Shaffer,22,9.27
3084,Robert Strohmeyer,22,8.23
2464,Donald Davis,22,2.2
